document_url,year,number,extract
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6628,2024,1289,"IMPOSITIVA ANUAL CORRESPONDIENTE AL EJERCICIO 2025, PERTENECIENTE A OBRAS SANITARIAS MERCEDES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6627,2024,1288,"PRESUPUESTO GENERAL DE GASTOS Y CÁLCULOS DE RECURSOS, CORRESPONDIENTE AL EJERCICIO 2025, PERTENECIENTE A LA ADMINISTRACIÓN MUNICIPAL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6626,2024,1287,"IMPOSITIVA ANUAL CORRESPONDIENTE AL EJERCICIO 2025, PERTENECIENTE A LA ADMINISTRACIÓN MUNICIPAL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6625,2024,1286,NOMINAR SENADOR NACIONAL MC ORALDO NORVEL BRITOS AL MUSEO FERROVIARIO EMPLAZADO EN COMPLEJO CALLE ANGOSTA.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6605,2024,1285,MODIFICACIÓN DEL ANEXO I DE LA ORDENANZA N° 734-TyT/O/2016- CORREDORES SANITARIOS
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6604,2024,1284,"HOMOLOGACIÓN DE DECRETO MUNICIPAL N° 3735/2024- RECOMPOSICIÓN SALARIAL DEL 15% PARA EL PERSONAL DE OBRAS SANITARIAS MERCEDES, A PARTIR DEL MES DE JULIO Y CALCULADO SOBRE EL BÁSICO DE MARZO DE 2024."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6603,2024,1283,"PRESTAR ACUERDO A DECRETO MUNICIPAL N° 3711-2024- RECOMPOSICIÓN SALARIAL DEL 15% PARA PERSONAL MUNICIPAL, A PARTIR DEL MES DE JULIO Y CALCULADO SOBRE EL BASICO DEL MES DE MARZO DE 2024."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6584,2024,1282,"IMPLEMENTACIÓN DE CAMPAÑA INTEGRAL PREVENTIVA S/RIESGOS CON APUESTAS ONLINE E INSTITUCIÓN DE LA SEMANA MUNICIPAL DE PREVENCIÓN DE LUDOPATÍA EN NIÑAS, NIÑOS Y ADOLESCENTES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6583,2024,1281,HOMOLOGACIÓN DE DECRETO N° 2304/2023- DECLARAR OPERADA A FAVOR DE LA MUICIPALIDAD LA PRESCRIPCIÓN ADQUISITIVA DE DOMINIO DE INMUEBLE INDIVIDUALIZADO S/PLANO DE MENSURA N° 3/482/22 APROBADO POR LA DIRE
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6563,2024,1280,"PRESTAR ACUERDO A DECRETOS MUNICIPALES N° 2825/2024 Y N° 3005/2024- HOMOLOGACIÓN DE ACUERDO BILATERAL ""CONSTRUYENDO CON TU PUEBLO"", SUSCRIPTO ENTRE EL MUNICIPIO Y EL GOBIERNO DE LA PROVINCIA DE SAN LU"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6544,2024,1279,"CREACIÓN DE REGISTRO DE VENDEDORES DE EQUIPOS, ACCESORIOS, CHIPS O TERMINALES MÓVILES DE COMUNICACIONES, USADOS."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6543,2024,1278,"REGLAMENTACIÓN Y CARACTERÍSTICAS DE LOS ESPACIOS DENOMINADOS ¿KARTÓDROMOS¿, PARA SU FUNCIONAMIENTO DENTRO DEL EJIDO MUNICIPAL DE LA CIUDAD DE VILLA MERCEDES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6525,2024,1277,MODIFICACIÓN DEL ART. 8°) DE LA ORDENANZA N° 1265-HCD/O/2023- MODIFICATORIO DEL ART. 8°) DE LA ORDENANZA N° 1255-MU/O/2023- VALOR BOLETO COMÚN STUP
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6524,2024,1276,MODIFICACIÓN DE LA ORDENANZA N° 605-TyT/O/2014- REGLAMENTACIÓN PARA LA INSTALACIÓN DE REDUCTORES DE VELOCIDAD.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6523,2024,1275,"MODIFICACIÓN DE LA ORDENANZA N° 74-IAL/O/2014- REGRAMENTACIÓN TRASLADO DE GRÚA DE ARRASTRE Y ORDENANZA N° 1251-HyP/O/2023- IMPOSITIVA ANUAL 2024, PERTENECIENTE A LA ADMINISTRACIÓN MUNICIPAL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6503,2024,1274,MODIFICACIÓN DE LA ORDENANZA Nº 1044-EMAH/O/2020- PROGRAMA MUNICIPAL DE RECICLADO DE NEUMÁTICOS FUERA DE USO-
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6484,2024,1273,"PRESTAR ACUERDO A DECRETO MUNICIPAL Nº 5497/2023- CONVENIO Y ADENDA ""DACIÓN EN PAGO"" ENTRE LA MUNICIPALIDAD Y SRES. COSTAMAGNA."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6483,2024,1272,HOMOLOGACIÓN DE DECRETO MUNICIPAL Nº 7114/2023- PRESCRIPCIÓN ADQUISITIVA DE INMUEBLE.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6463,2024,1271,"MODIFICACIÓN DE LA ORDENANZA N° 1251-HyP/O/2023- IMPOSITIVA ANUAL 2024 DE LA ADMINISTRACIÓN MUNICIPAL,  ESTABLECIMIENTO NUEVO RÉGIMEN DE PAGO DE TASAS Y PLAN REGULARIZACIÓN OBRAS NO DECLARADAS."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6447,2024,1270,HOMOLOGACIÓN DE DECRETO MUNICIPAL N° 7396/2023- APROBACIÓN DE ANEXO DE ORGANIGRAMA MUNICIPAL DEFINITIVO Y DISPOSICIÓN DE BONO MENSUAL NO REMUNERATIVO PARA EMPLEADOS MUNICIPALES Y DE OBRAS SANITARIAS M
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6446,2024,1269,"ESTABLECER EL 26 DE MARZO DE CADA AÑO COMO ""DÍA MUNICIPAL DE LA EPILEPSIA"", CON ILUMINACIÓN DE EDIFICIOS PÚBLICOS DE COLOR PÚRPURA."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6445,2024,1268,"MODIFICACIÓN DEL ART. 1°) DE LA ORDENANZA N° 2172-o/83- ""DESIGNACIÓN PLAZOLETA DE LA CRUZ Y DE MADRE CABRINI"" A ESPACIO VERDE DE 25 DE MAYO Y FERROCARRIL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6444,2024,1267,HOMOLOGACIÓN DEL DECRETO MUNICIPAL N° 0887/2024- PRESTACIÓN DE ACUERDO A RESOLUCIÓN N° 28/2024- RECOMPOSICIÓN SALARIAL DEL 40% PARA PERSONAL DE OBRAS SANITARIAS MERCEDES.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6443,2024,1266,PRESTAR ACUERDO A DECRETO MUNICIPAL N° 0882/2024- RECOMPOSICIÓN SALARIAL DEL 40% PARA PERSONAL MUNICIPAL.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6423,2023,1265,"DECLARAR EL ESTADO DE EMERGENCIA EN MATERIA ECONOMICA, FINANCIERA, ADMINISTRATIVA, TRIBUTARIA Y CLIMÁTICA, EN EL ÁMBITO DE LA CIUDAD DE VILLA MERCEDES POR 12 MESES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6416,2023,1264,PRESTAR ACUERDO A DECRETO MUNICIPAL N° 6974/2023- ACEPTACIÓN DE DONACIÓN DE MERCADERÍA EFECTUADA POR EL MINISTERIO DE DESARROLLO SOCIAL ARGENTINA CON DESTINO A ASISTENCIA A LOS SECTORES MÁS VULNERABLE
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6415,2023,1263,ESTABLECIMIENTO DE FUNCIONALIDAD EJECUTIVO DEL DEPARTAMENTO EJECUTIVO MUNICIPAL A CARGO DE SIETE (7) SECRETARÍAS.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6414,2023,1262,PRESTAR ACUERDO A LA DESIGNACIÓN DE LA C.P.N. PAULA VICTORIA NOTO COMO CONTADORA GENERAL DE LA MUNICIPALIDAD DE VILLA MERCEDES.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6413,2023,1261,"PRESTAR ACUERDO AL DECRETO MUNICIPAL N° 7118/2023 DE HOMOLOGACIÓN DE ADENDA AL CONTRATODE PRESTACIÓN DE SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS URBANOS, PATOLÓGIOS E INDUSTRIALES, CELEBRADO ENTRE LA"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6412,2023,1260,"ESTABLECER LA CONTINUIDAD DE LA EMERGENCIA DEL SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS, URBANOS, ASIMILABLES, PATOLÓGICOS E INDUSTRIALES DE LA CIUDAD DE VILLA MERCEDES, DECLARADA POR ORDENAN"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6411,2023,1259,PRESTACIÓN DE ACUERDO A DECRETO MUNICIPAL N° 6978/2023- CONVENIO CONCILIACIÓN- MONTO Y FORMA DE PAGO- SUSCRIPTO CON BRACAMONTE/ÁLVAREZ Y CONVENIO DE HONORARIOS DE PROFESIONALES INTERVINIENTES.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6410,2023,1258,"ESTABLECER EL 21 DE SEPTIEMBRE DE CADA AÑO COMO ""DÍA MUNICIPAL DEL ALZHEIMER"" CON ILUMINACIÓN DE EDIFICIOS PÚBLICOS MUNICIPALES DE COLOR VIOLETA."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6409,2023,1257,ESTABLECER OBLIGATORIEDAD DE CAPACITACIÓN ANUAL EN LA TEMÁTICA DE ÉTICA PÚBLICA DIRIGIDA A TODAS LAS PERSONAS QUE SE DESEMPEÑEN EN LA FUNCIÓN PÚBLICA DEL ÁMBITO MUNICIPAL.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6408,2023,1256,HOMOLOGACIÓN DE DECRETO MUNICIPAL N° 2112/2023- CONVENIO ESPECÍFICO DE COOPERACIÓN SUSCRIPTO ENTRE LA MUNICIPALIDAD DE VILLA MERCEDES Y LA UNIVERSIDAD NACIONAL DE ARTES.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6407,2023,1255,"DECLARACIÓN EMERGENCIA EN LA PRESTACIÓN DEL SERVICIO URBANO DE PASAJEROS DE LA CIUDAD DE VILLA MERCEDES, CON VIGENCIA DESDE EL 01 DE ENERO AL 31 DE DICIEMBRE DE 2024, PRORROGABLE POR ORDENANZA DEL CUE"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6406,2023,1254,"PRESUPUESTO GENERAL DE GASTOS Y CÁLCULOS DE RECURSOS CORRESPONDIENTE AL EJERCICIO 2024, PERTENECIENTE A OBRAS SANITARIAS MERCEDES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6405,2023,1253,"IMPOSITIVA ANUAL CORRESPONDIENTE AL EJERCICIO 2024, PERTENECIENTE A OBRAS SANITARIAS MERCEDES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6404,2023,1252,"PRESUPUESTO GENERAL DE GASTOS Y CÁLCULOS DE RECURSOS CORRESPONDIENTE AL EJERCICIO 2024, PERTENECIENTE A LA ADMINISTRACIÓN MUNICIPAL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6403,2023,1251,"IMPOSITIVA ANUAL CORRESPONDIENTE AL EJERCICIO 2024, PERTENECIENTE A LA ADMINISTRACIÓN MUNICIPAL."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:6385,2023,1250,"RATIFICAR CONVENIIO SUSCRIPTO ENTRE EL MUNICIPIO Y GOBIERNO NACIONAL, EN EL MARCO DEL PROGRAMA ""ACOMPAÑAMIENTO EN SITUACIONES DE EMERGENCIA"", HOMOLOGADO POR DECRETO MUNICIPAL Nº 5998-2023."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4845,2017,850,Presupuesto General de Gastos y Cálculo de Recursos- ejercicio 2018- Empresa Obras Sanitarias Mercedes.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4844,2017,849,Impositiva Anual- ejercicio 2018- Empresa Obras Sanitarias Mercedes.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4843,2017,848,Presupuesto General de Gastos y Cálculo de Recursos- ejercicio 2018- Administración Municipal.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4842,2017,847,Impositiva Anual- ejercicio 2018- Administración Municipal.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4841,2017,846,"Nominar ""BIENVENIDO MONSALVO"" al pasaje Nº 7 del Plano Catastral vigente."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4840,2017,845,"Creación del Programa Municipal ""LOS NIÑOS SOLO QUIEREN JUGAR"""
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4839,2017,844,"Establecer horarios de carga y descarga, lavado de veredas y depósito de residuos en la vía pública, en comercios del CCCA."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4838,2017,843,"Nominar ""PLAZA DE LOS INMIGRANTES"" a la ubicada en intersección de Avda. Aviador Origone y avda. Los Álamos/Ramiro Podetti."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4837,2017,842,Creación de la Comisión de Box de la ciudad de Villa Mercedes.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4836,2017,841,Modificación de la Ordenanza Nº 1545-o/2005.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4835,2017,840,"Homologación de los Decretos Nº 4241-2017 y 5154-2017 (Excepción a las disposiciones de la Ordenanza Nº 617-IAL/O/2014, respecto a firmas comerciales CREDIAL S.A. Y BANCO PATAGONIA S.A."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4817,2017,839,"Autorizar al DEM a la unificación de los ramales 1 y 2 de la línea ""B"" del Servicio de Transporte Público de Pasajeros."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4816,2017,838,"Designación ""PASAJE DE LOS QUINTEROS"" al que comienza en calle Betbeder y culmina en Costanera Sur, entre calles paralelas Federico Causa (e) y Jorge Rosa (o)."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4815,2017,837,"Modificación de la Ordenanza Nº 821-TyT/O/2017 (Doble Sentido de Circulación de calle Justo Daract, en el tramo comprendido entre calles Amaro Galán y Tallaferro)."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4799,2017,836,"Doble sentido de circulación de calle Milone, en el tramo comprendido entre  calle Dominga Andrada y Ramona Barroso y calle Juan Bautista Piaggi."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4798,2017,835,"Derogación de la Ordenanza Nº 389-TyT/O/2011 (sentido de circulación norte-sur de calle Pueyrredón, según Art. 5º) Ordenanza Nº 276-TyT/O/2009)"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4797,2017,834,"Derogación de la Ordenanza Nº 388-HCD/O/2011 (Retomar sentido de circulación este-oeste de calle Comandante Videla, según Ordenanza Nº 1201-o/1999)."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4796,2017,833,Modificación del Art. 1º) de la Ordenanza Nº 680-ASCE/O/2017
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4795,2017,832,Modificación del Art. 1º) y sin efecto el Art. 2º) de la Ordenanza Nº 654-ASCE/O/2015
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4775,2017,831,Autorizar al DEM compra de inmueble ubicado en calle Potosí Nº 18
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4755,2017,830,"Establecer el 19 de agosto de cada año como ""Día Municipal de la LUcha contra el Síndrome Urémico Hemolítico""."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4736,2017,829,"El Honorable Concejo Deliberante Homologa la habilitación comercial bajo el
rubro ¿Supermercado¿, otorgada por el Departamento Ejecutivo Municipal,
conforme solicitud Nº 426, a nombre de Xu Jinxu, con"
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4735,2017,828,Declarar de Interés Municipal el uso de la marca Villa Mercedes Produce y su versión en inglés.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4718,2017,827,Modificación del Art. 7º) de la Ordenanza Nº 432-DE/O/2012
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4717,2017,826,Modificación de la Ordenanza Nº 695-HyP/O/2015
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4716,2017,825,Homologación Decreto Nº 1931/2017 (Actualización tarifaria por servicio de disposición final de Residuos Industriales- empresa Servicios Ecológicos S.R.L.)
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4715,2017,824,Homologación del Decreto Nº 1961-2017 (Actualización Tarifaria Servicio de Disposición Final de Residuos Sólidos Urbanos Asimilables y Patológicos- empresa Servicios Ecológicos S.R.L.)
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4695,2017,823,Modificación del Art.79° Inc a) de la Ordenanza N° 757-HyP/0/2016.
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4682,2017,822,"ESTABLECER DOBLE SENTIDO DE CIRCULACIÓN EN CALLE JULIO CÉSAR FREITES, EN EL TRAMO COMPRENDIDO ENTRE CALLES DAMAS DE LA MISERICORDIA Y ÁNGEL PES."
http://190.107.120.16:8080/apex/f?p=104:3000:8105332068485:APPLICATION_PROCESS=E1D$ADJUNTO:NO::F104_E1D_TE1D100_ID:4681,2017,821,"MODIFICACIÓN DE INCISOS DE LA ORDENANZA N° 1201-o/99- DOBLE SENTIDO DE CIRCULACIÓN DE CALLES SARMIENTO, JUSTO DARACT Y DR TALLAFERRO."
